# word_universe.tsv — generated by scripts/build_word_universe.py
# format: word<TAB>sig
activated	181
activating	245
activation	247
activator	245
active	85
actively	133
activism	245
activist	245
activity	247
actor	85
actress	69
acts	92
actual	181
actuality	247
actualize	181
actually	165
actuarial	183
actuary	245
actuate	181
actuator	213
acuity	215
acumen	247
acupuncture	229
acute	87
acutely	135
acuteness	247
acyclovir	231
ad	84
ad-lib	85
ada	77
adage	85
adagio	199
adalia	207
adam	77
adamant	245
adamantly	165
adams	77
adapt	23
adaptability	247
adaptable	183
adaptation	247
adapted	183
adapter	215
adaptive	183
adaptor	215
adar	79
add	84
addendum	247
adder	85
addict	87
addicted	183
addiction	247
addictive	183
addition	247
additional	167
additionally	167
additive	245
addle	21
addled	21
address	85
addressable	183
addressed	23
addressee	215
adduct	85
ade	68
adelaide	237
aden	77
adenauer	237
adenine	229
adenoid	245
adenosine	231
adenovirus	231
adept	87
adequacy	245
adequate	181
adequately	165
adhere	23
adherence	247
adherent	247
adhesion	247
adhesive	247
adieu	71
adios	199
adipose	181
adjacent	183
adjective	245
adjoin	23
adjourn	23
adjournment	247
adjudge	23
adjudicate	183
adjudication	231
adjunct	85
adjust	23
adjustable	183
adjusted	183
adjuster	215
adjustment	247
adjutant	229
adman	85
administer	183
administrate	183
administration	247
administrative	183
administratively	167
administrator	247
admirable	181
admirably	133
admiral	197
admiralty	197
admiration	247
admire	23
admired	151
admirer	215
admiringly	167
admissibility	247
admissible	183
admission	247
admit	23
admittance	247
admittedly	167
admonish	183
admonishing	183
admonishment	247
admonition	247
ado	87
adobe	199
adolescence	247
adolescent	247
adonis	231
adopt	23
adoptable	183
adopted	183
adoptee	215
adopter	215
adoption	247
adoptive	183
adorable	183
adoration	247
adore	23
adored	23
adoring	183
adorn	23
adorned	23
adornment	247
adrenal	247
adrenalin	239
adrenaline	231
adrian	205
adriatic	239
adrift	23
adroit	23
adroitly	135
adulate	181
adulation	231
adult	87
adulterate	183
adulterated	183
adulteration	247
adulterer	215
adulterous	183
adultery	215
adulthood	247
advance	87
advanced	23
advancement	247
advancer	215
advancing	183
advantage	247
advantageous	183
advection	247
advent	85
adventist	253
adventure	215
adventurer	215
adventuresome	183
adventurism	231
adventurous	183
adverb	85
adverbial	247
adversary	245
adverse	23
adversely	135
adversity	247
advertise	181
advertised	181
advertisement	247
advertiser	245
advertising	245
advertorial	231
advice	71
advil	77
advisability	247
advisable	183
advise	23
advised	23
advisedly	167
advisement	247
adviser	215
advisor	215
advisory	215
advocacy	245
advocate	245
adz	68
aegean	223
aegis	69
aeneas	205
aeneid	207
aerial	213
aerie	69
aerobatics	247
aerobic	183
aerobics	215
aerodrome	229
aerodynamic	183
aerodynamics	247
aeronautic	183
aeronautical	183
aeronautics	247
aerosol	245
aerospace	229
aesop	77
aesthete	69
aesthetic	247
aesthetically	167
aesthetics	247
afar	7
affable	181
affably	133
affair	71
affairs	71
affect	87
affectation	247
affected	183
affecting	183
affection	247
affectionate	183
affectionately	167
affective	183
afferent	213
affiant	197
affidavit	231
affiliate	247
affiliated	183
affiliation	247
affine	87
affined	7
affinity	247
affirm	23
affirmation	247
affirmative	247
affirmatively	167
affirmed	95
affix	85
affixed	23
afflict	23
afflicted	183
affliction	247
affluence	213
affluent	213
afford	23
affordable	183
affricate	229
affrication	231
affront	87
afghan	85
afghani	215
afghanistan	255
aficionado	231
afield	7
afire	7
aflame	7
aflatoxin	231
afloat	23
aflutter	151
afoot	7
aforementioned	167
aforesaid	167
aforethought	167
afoul	7
afraid	7
afresh	7
africa	221
african	253
afrikaans	255
afrikaner	255
afro	77
aft	4
after	5
afterburner	229
aftereffect	229
afterglow	197
afterimage	229
afterlife	229
aftermath	229
afternoon	231
aftershock	229
aftertaste	229
afterthought	245
afterward	165
afterwards	165
ag	92
aga	77
again	7
agamemnon	239
agape	71
agar	69
agassiz	239
agate	69
age	84
aged	84
agee	77
ageless	21
agency	213
agenda	215
agent	85
ageratum	231
agglomerate	247
agglomeration	231
agglutinate	183
aggrandize	183
aggrandizement	245
aggravate	181
aggravated	181
aggravating	181
aggravation	247
aggregate	245
aggregated	181
aggress	23
aggression	247
aggressive	183
aggressively	167
aggressiveness	247
aggressor	215
aggrieve	7
aghast	7
agile	21
agility	247
agincourt	237
aging	85
agitate	181
agitated	181
agitating	181
agitation	247
agitator	245
agitprop	229
agleam	7
aglitter	151
aglow	23
agnostic	247
ago	7
agog	7
agonist	245
agonize	181
agonized	181
agonizing	181
agonizingly	165
agony	213
agora	197
agoraphobia	247
agra	77
agrarian	167
agree	23
agreeable	183
agreed	23
agreement	247
agribusiness	245
agricola	239
agricultural	167
agriculturalist	247
agriculture	245
agrippa	207
agronomist	247
aground	7
agua	69
aguacate	229
ahab	77
ahead	7
ai	68
aid	84
aide	84
aided	21
aides	92
aids	92
aiken	77
ail	84
aileron	197
ailey	77
ailing	21
ailment	85
aim	84
aimless	21
aimlessly	133
air	84
air_force	69
airborne	5
airbus	69
aircraft	69
aircrew	69
airdrop	69
aired	20
airedale	77
airfare	69
airfield	69
airflow	69
airfoil	69
airforce	69
airframe	69
airfreight	5
airhead	69
airing	85
airless	21
airlift	85
airline	85
airliner	213
airlock	69
airmail	85
airman	85
airplane	69
airport	69
airs	84
airship	85
airspace	69
airspeed	69
airstrip	69
airtight	5
airwave	85
airway	85
airworthiness	245
airworthy	149
airy	21
aisle	68
aix	76
aix-la-chapelle	237
ajar	7
ajax	77
aken	77
akimbo	135
akin	23
akkadian	239
akron	77
al	92
ala	85
alabama	239
alabaman	239
alabaster	229
alacrity	247
aladdin	239
alamo	205
alar	85
alaric	205
alarm	87
alarmed	23
alarming	183
alarmingly	167
alarmist	247
alas	87
alaska	223
alaskan	255
albacore	229
albania	223
albanian	255
albany	205
albatross	229
albee	79
albers	77
albert	77
alberta	207
alberti	207
albino	215
albion	205
album	69
albumin	247
albuquerque	237
albuterol	231
alcazar	229
alchemist	245
alchemy	213
alcohol	245
alcoholic	247
alcoholism	245
alcott	77
alcove	69
aldebaran	239
alder	69
alderman	245
ale	68
aleatory	165
alehouse	69
aleph	69
alert	87
alerting	247
alertly	135
alertness	247
aleutian	239
aleutians	239
aleve	79
alewife	69
alexander	255
alexanders	255
alexandria	239
alexandrine	239
alexia	199
alfalfa	199
alfred	77
algae	85
algal	21
algebra	213
algebraic	183
algebraically	167
alger	77
algeria	223
algerian	255
algiers	79
algol	77
algonquian	255
algonquin	255
algorithm	245
alhambra	207
ali	77
alias	197
alibi	213
alien	213
alienate	181
alienated	181
alienating	181
alienation	247
alight	7
align	23
aligned	23
aligning	183
alignment	247
alike	23
alimentary	183
alimony	229
aline	23
alive	23
aliyah	199
alkahest	245
alkali	213
alkaline	181
alkalinity	247
alkaloid	245
alkaloidal	183
alkene	69
all	4
all-out	5
all-purpose	165
allah	77
allay	23
allegation	247
allege	23
alleged	23
allegedly	167
alleghenies	239
allegheny	239
allegiance	247
allegorical	183
allegory	245
allegro	215
allele	215
allelic	183
allen	77
allentown	237
allergen	245
allergic	183
allergist	245
allergy	213
alleviate	183
alleviated	183
alleviation	247
alley	69
alleyway	197
allgood	69
alliance	215
allied	23
allies	85
alligator	245
allis	69
alliteration	247
alliterative	183
allocate	181
allocation	247
allocator	245
allograph	229
allomorph	229
allophone	245
allophonic	183
allot	23
allotment	247
allotrope	245
allotted	183
allow	23
allowable	183
allowance	215
alloy	85
allspice	69
allude	23
allure	87
alluring	183
allusion	247
allusive	183
alluvial	183
alluvium	247
ally	85
almanac	229
almighty	215
almond	69
almoner	197
almost	5
alms	68
aloe	69
aloft	7
aloha	199
alone	23
along	7
alongside	167
alonso	207
aloof	23
aloofness	247
aloud	7
alpaca	199
alpha	85
alphabet	245
alphabetic	183
alphabetical	183
alphabetically	167
alphabetization	247
alphabetize	181
alphabetized	181
alphanumeric	183
alpine	5
alps	76
already	135
alright	7
als	92
alsace	95
alsatian	247
also	5
alt	92
altaic	223
altair	79
altar	69
altarpiece	229
alter	21
alteration	247
altercation	231
altered	21
altering	213
alternate	245
alternately	165
alternating	181
alternation	245
alternative	247
alternatively	167
alternator	229
althea	199
altimeter	231
altitude	245
alto	85
altogether	231
altoona	207
altruism	245
altruistic	183
alum	85
alumina	231
aluminium	247
aluminize	183
aluminum	247
alumna	215
alumnus	247
alveolar	215
always	5
alzheimer's	237
am	92
amalgam	247
amalgamate	183
amalgamated	183
amalgamation	247
amaranth	197
amaretto	231
amarillo	207
amaryllis	231
amass	23
amateur	213
amateurish	181
amateurism	229
amati	207
amaze	23
amazed	23
amazement	247
amazing	183
amazingly	167
amazon	229
ambassador	247
ambassadorial	183
ambassadorship	247
ambassadress	231
amber	85
ambergris	229
ambiance	213
ambidextrous	183
ambience	213
ambient	149
ambiguity	247
ambiguous	183
ambition	247
ambitious	183
ambitiously	167
ambivalence	247
ambivalent	183
amble	85
ambler	85
ambrose	93
ambrosia	215
ambrosial	183
ambrosian	183
ambulance	229
ambulatory	245
ambush	85
amelia	199
ameliorate	183
amelioration	247
amen	79
amenable	183
amend	23
amendable	183
amended	183
amendment	247
amends	87
amenities	247
amenity	247
ament	85
america	255
american	255
americana	239
americanism	239
americanization	255
americanize	191
amerindian	239
amethyst	245
amex	77
amiability	247
amiable	181
amiably	133
amicable	181
amicably	165
amidships	167
amigo	199
amino	215
amir	71
amish	77
amiss	7
amity	213
amman	77
ammeter	197
ammo	69
ammonia	215
ammonite	245
ammonium	247
ammunition	231
amnesia	215
amnesiac	247
amnesty	213
amnio	197
amniocentesis	231
amniotic	181
amoeba	215
amoebic	183
amok	23
amon	79
amor	77
amorist	213
amorous	149
amorphous	183
amortization	247
amortize	181
amos	77
amount	87
amoxicillin	231
amp	68
amperage	197
ampersand	229
amphetamine	231
amphibian	247
amphibious	183
amphibole	229
amphitheater	245
amphitheatre	245
amphora	197
ample	21
amplification	247
amplifier	213
amplify	149
amplitude	245
amply	5
amputate	181
amputation	247
amputee	197
amsterdam	237
amuck	23
amulet	245
amundsen	237
amuse	23
amused	23
amusement	247
amusing	183
amusingly	167
amygdala	231
amyloid	245
an	76
ana	69
anabaptist	255
anabolic	183
anachronism	247
anachronistic	183
anaconda	231
anaerobe	213
anaerobic	183
anaesthesia	247
anagram	245
anaheim	237
anal	21
analgesic	247
analog	245
analogous	183
analogue	245
analogy	247
analysis	247
analyst	245
analytic	183
analytical	183
analytically	167
analyticity	247
analyzable	165
analyze	181
analyzed	181
analyzer	245
anaphora	199
anaphylaxis	247
anarchic	183
anarchical	183
anarchist	245
anarchy	213
anas	77
anasazi	239
anathema	247
anatolia	239
anatolian	239
anatomical	247
anatomically	167
anatomist	247
anatomy	247
ancestor	213
ancestral	183
ancestry	213
anchor	85
anchorage	213
anchorman	229
anchovy	199
ancient	85
ancients	85
ancillary	181
andalusia	255
andalusian	191
andante	215
andantino	167
andean	157
andersen	237
anderson	237
andes	93
andesite	229
andiron	197
andorra	207
andrew	77
andrews	77
androgynous	183
androgyny	247
android	69
andromeda	231
ane	4
anecdotal	183
anecdote	245
anemia	215
anemic	183
anemometer	247
anemone	229
anencephalic	183
anencephaly	247
anesthesia	247
anesthesiologist	247
anesthesiology	247
anesthetic	247
anesthetist	247
aneurism	245
anew	7
ang	76
angel	85
angelfish	229
angelic	183
angelica	231
angelically	167
anger	85
angered	21
angevine	237
angina	215
angiogram	229
angioplasty	229
angiotensin	231
angle	85
angled	21
angler	85
anglia	205
anglican	253
anglicize	181
angling	85
anglo-catholicism	237
anglophile	229
angola	223
angolan	253
angora	207
angrily	133
angry	21
angst	68
angstrom	69
anguilla	223
anguish	85
anguished	21
angular	149
angulate	181
angus	77
anhydride	231
aniline	229
animal	245
animate	181
animated	181
animation	247
animator	245
animism	245
animist	245
animosity	231
animus	229
anise	69
aniseed	229
anisette	231
ankara	205
ankle	85
anklebone	245
anklet	85
anklets	85
anna	69
annals	85
annamese	255
annapolis	239
anne	76
anneal	23
annealing	247
annelid	245
annex	85
annexation	247
annihilate	183
annihilated	183
annihilating	183
annihilation	247
anniversary	231
annotate	181
annotating	247
annotation	247
announce	23
announced	23
announcement	247
announcer	215
annoy	23
annoyance	215
annoyed	23
annoying	215
annual	213
annually	133
annuity	199
annul	21
annular	133
annulment	245
annum	69
ano	77
anode	85
anoint	23
anomalous	183
anomaly	247
anomie	213
anonymity	247
anonymous	183
anonymously	167
anorak	197
anorexia	215
anorexic	247
anorthite	247
another	135
ansaid	77
anselm	77
answer	85
answerable	181
answering	149
ant	68
antacid	247
antagonism	247
antagonist	247
antagonistic	183
antagonize	183
antarctic	255
antarctica	239
antares	239
ante	85
anteater	197
antebellum	167
antecedent	247
antelope	229
antemeridian	167
antemortem	167
antenna	215
anterior	215
anthem	85
anthill	69
anthology	247
anthony	205
anthracite	245
anthrax	69
anthropocentric	183
anthropogenic	183
anthropological	183
anthropologist	247
anthropology	247
anthropomorphic	167
anthropomorphism	247
anti	69
anti-catholicism	237
antiaircraft	247
antibacterial	247
antibiotic	247
antibody	229
antic	85
anticancer	183
anticipate	183
anticipated	183
anticipation	247
anticipatory	183
anticlimactic	183
antidepressant	231
antidote	229
antifreeze	229
antifungal	247
antigen	245
antigone	239
antigua	223
antihistamine	231
antiknock	247
antilles	239
antimatter	231
antioch	205
antioxidant	231
antipathy	247
antiphon	245
antipodal	247
antiquate	181
antiquated	181
antique	87
antiquity	247
antiseptic	247
antisocial	167
antisubmarine	167
antitank	167
antithesis	247
antithetical	183
antitoxin	247
antitrust	167
antiviral	231
antler	69
antlered	5
antonius	239
antony	205
antsy	21
antwerp	77
anus	85
anvil	69
anxiety	199
anxious	21
anxiously	133
any	5
anyhow	133
anymore	167
anyplace	165
anyway	133
anyways	165
anywhere	165
anzio	205
aorta	215
aortic	151
apace	7
apache	199
apalachicola	239
apart	7
apartheid	231
apartment	247
apathetic	183
apathy	213
apatite	229
apc	205
ape	84
apelike	21
aperture	197
apex	85
aphasia	215
aphid	69
aphorism	245
aphrodisiac	247
aphrodite	239
apiece	7
aplomb	87
apnea	197
apocalypse	247
apocalyptic	183
apocryphal	183
apogee	213
apolitical	167
apollo	207
apologetic	183
apologetically	167
apologist	247
apologize	183
apology	247
apoplectic	183
apoplexy	245
apostate	247
apostle	247
apostrophe	247
apothecary	247
apotheosis	247
appalachia	255
appalachian	255
appalachians	255
appall	23
appalled	23
appalling	247
appallingly	167
apparatchik	231
apparatus	231
apparel	247
apparent	183
apparently	167
apparition	247
appeal	87
appealable	183
appealing	183
appealingly	167
appear	23
appearance	247
appearing	247
appease	23
appeasement	231
appeasing	183
appellate	183
appellation	247
append	23
appendage	247
appendectomy	231
appendix	231
appenzeller	237
appetite	245
appetizer	229
appetizing	181
applaud	23
applause	87
apple	69
applesauce	229
applet	69
appleton	237
appliance	215
applicability	247
applicable	181
applicant	245
application	247
applicator	245
applied	23
apply	23
appoint	23
appointed	183
appointee	215
appointive	183
appointment	247
apportion	183
apportioned	183
apportioning	247
apportionment	247
appraisal	247
appraise	23
appraiser	215
appraising	183
appreciable	167
appreciably	167
appreciate	183
appreciated	183
appreciation	247
appreciative	183
appreciatively	167
apprehend	183
apprehended	183
apprehension	247
apprehensive	183
apprentice	247
apprenticed	183
apprenticeship	247
apprise	23
appro	69
approach	87
approachable	183
approaching	247
approbation	247
appropriate	183
appropriately	167
appropriateness	247
appropriation	247
appropriator	247
approval	247
approve	23
approved	23
approving	247
approvingly	167
approximate	183
approximately	167
approximation	247
apricot	245
april	77
apron	69
apropos	135
apt	20
aptitude	245
aptly	5
aqaba	207
aqua	69
aquaculture	245
aqualung	229
aquamarine	231
aquanaut	245
aquarium	231
aquarius	239
aquatic	247
aqueduct	229
aqueous	133
aquifer	213
aquila	205
aquinas	239
aquitaine	239
ar	68
ara	77
arab	93
arabia	223
arabian	223
arabic	253
arable	181
arachnid	215
arafat	237
aragon	237
arapaho	207
arapahoe	207
ararat	237
arb	84
arbiter	213
arbitrage	245
arbitrager	245
arbitrageur	245
arbitrarily	165
arbitrariness	245
arbitrary	181
arbitrate	181
arbitration	247
arbitrator	245
arbor	85
arboreal	183
arboretum	231
arbour	85
arc	84
arcade	71
arcadia	207
arcadian	247
arcane	7
arcanum	229
arch	84
archaeological	183
archaeologist	247
archaeology	247
archaic	151
archangel	247
archbishop	245
archdiocese	245
archduke	85
arched	20
archeological	183
archeology	247
archer	69
archery	197
archetypal	181
archetype	245
archimedes	239
arching	21
archipelago	247
architect	245
architectural	167
architecturally	167
architecture	229
architrave	229
archival	183
archive	85
archives	85
archivist	245
archly	5
archway	85
arco	5
arctic	85
arcturus	239
arda	77
ardent	21
ardently	133
ardor	85
arduous	149
are	84
area	213
arena	199
arendt	77
ares	76
argent	85
argentina	255
argentine	245
argentinian	255
argo	77
argon	69
argonaut	229
argonne	77
argosy	197
argot	85
arguable	181
arguably	133
argue	21
arguing	213
argument	245
argumentation	247
argumentative	183
argus	69
argyle	69
argyll	71
aria	197
ariadne	207
ariana	207
arianism	253
arid	21
aries	77
arise	23
arista	199
aristocracy	247
aristocrat	247
aristocratic	183
aristophanes	239
aristotelian	255
aristotle	253
arithmetic	247
arizona	239
arizonan	239
ark	68
arkansan	239
arkansas	205
arlington	237
arm	84
armada	199
armadillo	231
armageddon	239
armament	245
armband	69
armchair	69
armed	20
armenia	223
armenian	255
armiger	197
armilla	199
armin	77
arming	85
armistice	229
armoire	69
armor	85
armored	21
armory	197
armour	85
armpit	85
armrest	69
arms	84
armstrong	77
army	69
arno	77
arnold	77
aroma	215
aromatherapy	231
aromatic	183
around	7
arousal	215
arouse	23
aroused	23
arp	76
arraign	23
arraignment	215
arrange	23
arranged	23
arrangement	215
arranger	215
arranging	215
arrant	5
array	87
arrayed	23
arrears	71
arrest	87
arresting	151
arrhythmia	215
arrival	215
arrive	23
arrogance	245
arrogant	181
arrogantly	165
arrogate	181
arrow	85
arrowhead	229
arrowroot	229
arrowsmith	229
arroyo	199
arsenal	229
arsenic	245
arsenide	229
arson	85
arsonist	245
art	84
arterial	183
arteriosclerosis	247
artery	213
artesian	167
artful	21
artfully	133
arthritic	247
arthritis	247
arthropod	245
arthur	93
arthurian	191
artichoke	229
article	245
articulate	183
articulated	183
articulation	247
articulatory	183
artifact	245
artifice	229
artificial	183
artificially	167
artillery	215
artiodactyl	247
artisan	245
artist	85
artistic	183
artistically	167
artistry	213
artois	79
arts	84
artwork	85
arty	21
aruba	207
arum	85
aryan	221
as	84
asap	141
asat	13
asbestos	231
asbestosis	231
ascend	23
ascendance	247
ascendancy	247
ascendant	247
ascendency	247
ascending	247
ascension	247
ascent	87
ascertain	183
ascertained	183
ascetic	247
asch	76
ascii	77
ascot	69
ascribe	23
asea	135
asean	207
asexual	183
ash	84
ashamed	7
ashe	76
ashen	21
asheville	77
ashkenazi	239
ashore	7
ashton	77
ashtray	69
ashur	77
ashy	21
asia	93
asian	93
asiatic	255
aside	87
asimov	237
asinine	181
ask	20
askance	7
asker	85
askew	23
asking	85
asleep	23
asmara	207
asp	68
asparagus	231
aspartame	229
aspect	85
aspen	69
asper	69
asperity	247
aspersion	247
asphalt	85
asphyxiate	183
asphyxiated	183
asphyxiating	183
aspinwall	237
aspirant	213
aspirate	213
aspiration	247
aspire	23
aspirin	69
aspiring	183
ass	84
assail	23
assailant	247
assassin	247
assassinate	183
assassinated	183
assassination	247
assault	87
assaultive	183
assay	85
assayer	215
assemblage	247
assemble	183
assembler	199
assembling	247
assembly	215
assemblyman	231
assemblywoman	231
assent	87
assert	23
asserted	183
asserting	183
assertion	247
assertive	183
assertively	167
assertiveness	247
assess	23
assessment	247
assessor	215
asset	69
assets	69
asshole	69
assiduous	183
assiduously	167
assign	23
assigned	23
assigning	247
assignment	247
assimilate	183
assimilating	183
assimilation	247
assist	87
assistance	247
assistant	247
assisted	183
associate	247
association	247
assort	23
assorted	183
assortment	247
assuage	23
assume	23
assumed	23
assuming	183
assumption	247
assurance	247
assure	23
assured	23
assuredly	167
assuring	183
assyria	207
assyrian	239
astaire	79
aster	69
asterisk	213
asteroid	213
asthma	85
asthmatic	247
astigmatism	247
astonish	183
astonished	183
astonishing	183
astonishingly	167
astonishment	247
astor	77
astound	23
astounded	183
astounding	183
astraddle	167
astrakhan	229
astral	5
astray	7
astride	7
astringent	247
astrodome	229
astrologer	247
astrological	183
astrology	247
astronaut	245
astronautic	183
astronautical	183
astronautics	247
astronomer	247
astronomical	183
astronomically	167
astronomy	247
astrophysicist	247
astrophysics	247
astute	23
astutely	135
astuteness	247
asuncion	239
asunder	135
asylum	247
asymmetrical	183
asymmetry	247
asymptomatic	167
asymptote	245
asynchronous	165
at	68
at-bat	69
ataturk	237
atavism	245
atavistic	181
ataxia	213
ate	92
aten	77
atheism	247
atheist	213
atheistic	183
athena	207
athenaeum	231
atheneum	229
athenian	255
athens	93
atherosclerosis	247
athlete	85
athletic	183
athleticism	247
athletics	247
athwart	7
atlanta	207
atlantic	255
atlantis	239
atlas	69
atmosphere	245
atmospheric	183
atmospherics	231
atoll	69
atom	85
atomic	183
atomizer	245
aton	79
atonal	183
atone	23
atonement	247
atop	7
atp	205
atrium	213
atrocious	183
atrocity	247
atrophied	181
atrophy	213
attach	23
attache	199
attached	23
attachment	247
attack	87
attacker	215
attacking	183
attain	23
attainable	183
attainder	199
attained	23
attainment	247
attar	69
attempt	87
attempted	183
attend	23
attendance	247
attendant	247
attended	183
attendee	215
attending	247
attention	247
attentive	183
attentively	167
attentiveness	247
attenuate	183
attenuated	183
attest	23
attested	183
attic	85
attica	205
atticus	237
attila	207
attire	215
attired	23
attitude	245
attitudinal	167
attlee	77
attorney	215
attract	23
attraction	247
attractive	183
attractively	167
attractiveness	247
attributable	183
attribute	245
attribution	247
attrition	247
attune	7
atypical	183
au	92
auburn	5
auckland	77
auction	85
auctioneer	247
audacious	183
audacity	247
auden	77
audible	245
audibly	133
audience	213
audio	213
audiotape	229
audiovisual	247
audit	85
audition	247
auditor	213
auditorium	231
auditory	181
audubon	237
aug	77
auger	69
augment	23
augmentation	247
augmented	183
augur	85
august	85
augusta	207
augustine	237
augustinian	239
augustus	255
auld	4
aunt	68
auntie	69
aura	69
aural	5
aureole	197
aurora	215
auroral	151
auschwitz	77
auspice	85
auspices	245
auspicious	183
aussie	93
austen	77
austere	23
austerely	135
austerity	247
austin	77
austral	69
australasia	255
australia	223
australian	255
australopithecine	247
australopithecus	239
austria	221
austrian	221
authentic	183
authentically	167
authenticate	183
authenticated	183
authentication	247
authenticity	247
author	85
authoritarian	247
authoritarianism	247
authoritative	183
authoritatively	167
authorities	247
authority	247
authorization	247
authorize	149
authorized	149
authorship	245
autism	245
autistic	183
auto	85
autobahn	229
autobiographer	247
autobiographical	183
autobiography	247
autoclave	245
autocracy	247
autocrat	245
autocratic	183
autograph	245
autographed	181
autoimmune	183
automaker	229
automate	181
automated	181
automatic	247
automatically	167
automation	247
automaton	247
automobile	245
automotive	167
autonomic	167
autonomous	183
autonomy	247
autopilot	229
autopsy	213
autoradiograph	231
autotrophic	183
autumn	85
autumnal	183
auxiliary	215
avail	87
availability	247
available	183
avalanche	245
avant-garde	231
avarice	213
avatar	245
avena	207
avenge	23
avenged	23
avenger	215
avenue	197
aver	21
average	213
averse	23
aversion	247
aversive	167
avert	23
averting	247
avian	133
aviary	197
aviation	247
aviator	213
avid	21
avidly	133
avignon	237
avionic	183
avionics	247
avocado	231
avocation	247
avocet	229
avoid	23
avoidable	183
avoidance	247
avon	77
avow	23
avowed	23
avowedly	135
avuncular	183
await	23
awaited	183
awake	23
awaken	183
awakened	183
awakening	247
award	87
awarding	247
aware	23
awareness	247
awash	7
away	23
awe	84
awed	20
awesome	5
awestruck	5
awful	21
awfully	5
awfulness	245
awhile	7
awkward	21
awkwardly	133
awkwardness	245
awning	69
